Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"Bagheri, M; Sahraeei, F; Khanmohammadi, M; ",Effect of Web-based Peer Assessment on Students' Self-Directed Learning Skills,Technology of Education Journal (TEJ),18,1,55-66,2023,Shahid Rajaee Teacher Training University
"Pitoyo, Andri; Lailiyah, Nur; ",Flipped classroom model for teaching Bahasa Indonesia in higher education,Journal of Educational Management and Instruction (JEMIN),4,2,334-347,2024,
"Azman, Hazeeq Hazwan; Maniyam, Maegala Nallapan; Nawawi, Norazah Mohammad; Hassan, Khairil Bariyyah; Kamaruddin, Hasnur Hidayah; Sout, Norhisyam Mat; Ibrahim, Marini; Abdullah, Hasdianty; Suliman, Nur Akmal; Moid, Muzairihana Mohd; ",The Impact of the Near-Peer Mentoring Approach to Nurture Scientific Enquiry Skills: A Case Study in Kuala Selangor's School,International STEM Journal,2,1,15-25,2021,
"Twetwa-Dube, Sithandiwe Pornelia; ",Exploring Group Work Strategies to Teach Computer Programming: A Case Study of First-Year and Extended Programme Students at One South African University,"International Journal of Learning, Teaching and Educational Research",23,7,271-288,2024,
"Byrd, Vetria L; Saraswat, Dharmendra; Ahmad, Aanis; ",Pilot Course in Data Visualization with a Multidisciplinary Approach: Technology+ Agricultural Engineering,2023 IEEE Frontiers in Education Conference (FIE),,,1-9,2023,IEEE
"Simwaka, Kaitano; Chifuniro, Ellen; ",The enabling learning environment in Malawian private higher education: a nurture theoretical perspective,SN Social Sciences,4,11,194,2024,Springer
"Visescu, Ioana; Larusdottir, Marta; Islind, Anna Sigridur; ",Supporting Active Learning in STEM Higher Education Through the User-Centred Design Sprint,2023 IEEE Frontiers in Education Conference (FIE),,,1-10,2023,IEEE
"Zhou, Yuchun; Wu, Min Lun; Liu, Yuqing; ",EXPLORING STUDENTS'SELF-DIRECTED AND COLLABORATIVE LEARNING IN RESEARCH COURSES: A COMPARISON OF IN-PERSON AND WRITTEN-RESPONSE INTERVIEWING.,Journal of Ethnographic & Qualitative Research,17,3,,2023,
"Ni’amah, Afi; Kurnia, Fabiola Dharmawanti; Setiawan, Slamet; ",Utilizing Pho’s Move in Composing Scientific Paper within AIMRD,IJORER: International Journal of Recent Educational Research,4,6,909-930,2023,
"Winarni, Sri; Kumalasari, Ade; Marlina, Marlina; Rohati, Rohati; Hikmawati, Hikmawati; ",Efektifitas classdojo untuk mendukung keterampilan 4c dalam pembelajaran matematika secara virtual,Aksioma: Jurnal Program Studi Pendidikan Matematika,11,1,201-212,2022,
"Diego Mantecón, José Manuel; Ortiz Laso, Zaira; Blanco, Teresa F; ",Reflexiones del Open STEAM Group sobre el impacto del enfoque integrado del contenido en el aprendizaje de las matemáticas,,,,,2022,
"Irawan, Hendri; Masyitoh, Iim Siti; Rahmat, Rahmat; Darmawan, Cecep; Anggraeni, Leni; ",PROFIL PELAJAR PANCASILA AS A MODEL FOR STRENGTHENING CHARACTER IN THE MERDEKA CURRICULUM,Integralistik,35,2,,2024,
"White, Allen R; ",Pilot study and survey to increase adoption and sustained utilization of simulations using role-play course content,2022 IEEE Frontiers in Education Conference (FIE),,,1-5,2022,IEEE
"Helfand, David J; Prud’homme-Généreux, Annie; ",High Engagement Teaching on the Block,Block Teaching Essentials: A Practical Guide,,,73-91,2025,Springer
"Kay, Adam D; Chapman, Eric J; Cheruiyot, Jelagat D; Lowery, Sue; Singer, Susan R; Small, Gaston; Stone, Anne M; Warthen, Ray; Westbroek, Wendy; ",Potential for urban agriculture to support accessible and impactful undergraduate biology education,Ecology and evolution,12,3,e8721,2022,Wiley Online Library
"Wynia, Matthew K; Roelcke, Volker; ","Herwig Czech*, Sabine Hildebrandt*, Shmuel P Reis*, Tessa Chelouche, Matthew Fox, Esteban González-López, Etienne Lepicard, Astrid Ley, Miriam Offer, Avi Ohry, Maike Rotzoll, Carola Sachse, Sari J Siegel, Michal Šimůnek, Amir Teicher, Kamila Uzarczyk, Anna von Villiez, Hedy S Wald",Lancet,402,,1867-940,2023,
"Case, Jennifer M; Heydenrych, Hilton; ",A New Chemical Engineering Curriculum for a New South Africa: Assessing the Impact of Duncan Fraser’s Three Decades of Educational Research and Reform,Process Integration and Optimization for Sustainability,7,5,957-970,2023,Springer
"Chairiyah, Wiwik; Usman, Sriati; Kamaruddin, Abdul; ",Teachers’ Strategies and Challenges to Promote Students’ Active English Learning in SMK Muhammadiyah 1 Palu,MANAZHIM,6,1,78-97,2024,
"Mdunyelwa, Vuyolwethu; Futcher, Lynn; van Niekerk, Johan; ",Towards an Active Learning Approach for the Design of a Secure Programming Course Using Constructive Alignment,International Symposium on Human Aspects of Information Security and Assurance,,,16-30,2024,Springer
"Wahid, Rizwana; Halim, Shanjida; Halim, Tanzina; ",Developing research skills among undergraduate students by student-centered active learning approaches,Kurdish Studies,11,2,3178-3179,2023,
"Dores, Artemisa R; Letica-Crepulja, Marina; Silva, Regina A; ",The Project Trauma-Informed Practice for Workers in Public Service Settings: New Strategies for the Same Old Objective,Open Education Studies,6,1,20240048,2024,De Gruyter
"El-Hashash, Ahmed HK; ",Reforming Biological/Biomedical Science Teaching and Education: A Reflection on Well-Developed Practices and Approaches in Large Class,International Journal on Cybernetics & Informatics (IJCI),13,13,133,2024,AIRCC Publishing Corporation
"Chaudhury, Parama; Jenkins, Cloda; ",Engaging students in an inclusive economics classroom,Teaching Macroeconomics,,,113-133,2025,Edward Elgar Publishing
"Rogers-Whitehead, Carrie; Farris-Hill, Lindi; Milstead, Amy O; ",Advocating Digital Citizenship,,,,,2022,Bloomsbury Publishing
"Nazer, Ben; ",Introducing Flipped Learning to a Pre-Sessional English for Academic Purposes Course in a Research-Intensive University in England,"Innovation in Language Learning and Teaching: The Case of England, Northern Ireland, Scotland, and Wales",,,19-40,2024,Springer
"Bou, Da; Chor, Sophea; Nhem, Saroeun; Lay, Chinda; ","Teacher Trainers’ Perception and Practice on Credit-Based Curriculum in English Language Teaching at Teacher Education College, Cambodia",European Journal of Contemporary Education and E-Learning,2,6,229-249,2024,
"Rosado, Susana; Ribeiro, Jorge Tavares; ",Ask New and Challenging Questions Towards Reasoning Skills: Active Approaches in Higher Education,Transdisciplinary Approaches to Learning Outcomes in Higher Education,,,180-219,2024,IGI Global
"Singha, Surjit; Rema, MK; Thomas, Lyola; ",Comparing pedagogical and andragogical approaches in education: Fostering crisis management and creative problem-solving skills in educational leadership,Promoting crisis management and creative problem-solving skills in educational leadership,,,49-75,2024,IGI Global
"Warner, David; ","Benefits, If Any, of a Knowledge for Contemporary Scholarship of Teaching and Learning (SoTL) Identified by Academic Chairs of Business Education Programs: A Case Study at a Leading Alberta Post-Secondary Institution",,,,,2025,
"Abdullah, Nursyafiqah; Suratman, Suraya; Maniam, Sandra; Ali, Aida Azlina; ",Perception of Undergraduate Pharmacy Students on CBL Learning Environment.,Malaysian Journal of Medicine & Health Sciences,19,,,2023,
"Стаднічук, Олена; Фтемов, Юрій; Каршень, Андрій; Надос, Валерій; Кропивницька, Лілія; ",Впровадження методів активного навчання на прикладі викладання навчальної дисципліни “військові мости та шляхи”,Військово-технічний збірник,,28,124-132,2023,
"Bremert, Helen; ",Engaging diffractive ethnography to explore student and teacher perceptions of collaborative testing,,,,,2025,
"Calvert, Carol; Warren, James; ",Towards practical learning using air quality monitors,MSOR Connections,22,2,4-11,2024,
"Crockett, Caroline; ",How Students and Algorithms Learn to Filter: Investigating Students' Understanding of Signal Processing Concepts and Bilevel Methods for Learning Filters for Image Reconstruction,,,,,2022,
"Astuti, Widi; Aisyah, Aisyah; ",STRATEGI PEMBELAJARAN ACTIVE LEARNING ABAD 21,Ihtimam: Jurnal Pendidikan Bahasa Arab,7,1,87-100,2024,
"Balbin, Samuel A; Abenes-Balbin, Faith Micah; Samarita, Wendelyn A; De Vera, Vincent Anthony; Nocillado, Carina; Manalo, Liberty Gay; ",Voices in the classroom: development and validation of an alternative scale for faculty evaluation,Diversitas Journal,9,3,,2024,
"Parker-Wheeler, Christie; ",Learner Variability in the Successful Homeschool Environment: A Qualitative Narrative Inquiry,,,,,2024,University of Phoenix
"Hernandez, Miosotis; ",A Comparative Analysis of Learning Environments in First-Year Physics Courses at an Urban Research University,,,,,2023,Saint Peter's University
"Corbitt, KE; Hiltbrand, KA; Coursen, MM; Mulvaney, DR; ",–Multidisciplinary Workshop to Improve Science & Agricultural Literacy While Reducing Misinformation: A Case Study,Common Knowledge or Common Sense? Evaluating Scientific and Agricultural Literacies in Higher Education,,,176,2023,
"Yuanlong, Hu; Jia, Li; ",Influencing Factors of High School Chemistry Teachers' Understanding of STEM Education,"Journal of Innovation, Advancement, and Methodology in STEM education",1,3,121-134,2024,
"Galaktionov, Oleg N; Sukhanov, Yuriy V; Vasilyev, Aleksey S; Kozyr, Artur S; Kempy, Yelena A; ",The Formation of Students’ Competencies during their Participation in Competitions of Applied Scientific Researches,Encyclopaideia,28,68,15-27,2024,
"Doty, Constance; ",Optimizing Mixed Reality Simulation To Support STEM Graduate Teaching Assistants In Developing Student-Centered Pedagogical Skills,,,,,2021,
"Sargiotis, Dimitrios; ",Redesigning Education: A Transformative Approach,Available at SSRN,,,,2024,
"Guez, Sarah; Fernagu, Solveig; Viazzi, Céline; ",Processus de problématisation et mobilisation de la forme «problème» dans les pédagogies des écoles d’ingénieurs: une analyse de cas par les capabilités,Recherches en éducation,,57,,2025,Nantes Université
"Bradley, LJ; Meyer, KE; Kerr, MS; Maddux, SD; Heck, AJ; Reeves, RE; Handler, EK; Worth, TX; ",DIFFERENCES IN ACADEMIC PERFORMANCE DUE TO ACTIVE LEARNING TECHNIQUES IN AN ONLINE GRADUATE ANATOMY COURSE,"QUANTIFYING STUDENT SATISFACTION AND ACADEMIC PERFORMANCE: A COMPARISON OF FOUR ACTIVE LEARNING TECHNIQUES IN AN ONLINE, ASYNCHRONOUS, GRADUATE ANATOMY COURSE",,,71,2023,
"Li, Xiaping; Marlor, Lea; Carroll, Laura; Finelli, Cynthia; ",WIP: Faculty Adoption of Active Learning in Online Environments: An Application of the Concerns-Based Adoption Model,2022 ASEE Annual Conference & Exposition,,,,2022,
"SING, HINCHOO THREELOCKNATH; ",TEACHERS’UNDERSTANDING AND ENHANCEMENT OF LEARNING FOR SUSTAINABILITY IN MAURITIAN PRIMARY SCHOOLS,,,,,2022,UNIVERSITY OF KWAZULU-NATAL Durban
"Safi'i, Asrof; ","Active Learning, Innovative, Creative, Effective and Fun, Happy and Quality (PAIKEM GEMBROT) Islamic Elementary School Miftahul Huda Plosokandang, Kedungwaru",EDUTEC: Journal of Education And Technology,5,4,1024-1031,2022,
"Hendriks, Marna; ","Generalist intermediate phase teachers’ experiences of teaching mathematics through music integration (Gauteng, South Africa)",,,,,2023,University of Pretoria (South Africa)
"Khasawneh, Mohamad Ahmad Saleem; ",The Impact of Implementing Active Learning Strategies to Enhance Islamic Education Concepts and Deductive Thinking Skills Among Students with Learning Difficulties,,,,,,
"Iqbal, Zafar; ",Shaping Minds and Building Characters: Impact of Learning Activities on Personality and Social Development of Students. A Case Study of a Private School in Karachi Pakistan,Social Science Review Archives,3,1,1264-1275,2025,
"Junejo, Soomal; Khatoon, Sahib; Jaleel, Bakhtawer; ",Active Learning Strategies and their Effects on Learning: A Review,Pakistan Languages and Humanities Review,6,3,742-755,2022,
"Mayrita, Hastari; Sari, Ayu Puspita Indah; Yanti, Cita Hikmah; Suardi, M; Pratiwi, Annisa Rahmi; ",Project-Based Learning and Active Learning in Creating BIPA Material to Bolster SDGs,Indonesian Research Journal in Education| IRJE|,8,2,784-801,2024,
"McNaughton, Kathryn; Penner, Robert; ",An Overview of the Elements of Information Technology Readiness North (InTeRN) at University College of the North,,,,,2023,
"Meyer, Elijah Sterling; ",Investigating newer statistics instructors' breakthroughs with and motivations for using active learning: a longitudinal case-study and a multi-phase approach towards nstrument development,,,,,2022,"Montana State University-Bozeman, College of Letters & Science"
"Maldonado, Carhuachin; Lizeth, Gaby; ","Aprendizaje activo en el pensamiento creativo de estudiantes del V ciclo de primaria en una institución educativa pública de Barranca, 2023",,,,,2024,
"Talgatkyzy, Salim Ainur; Sagynbaevna, Akhmetova Gulnara; ",DEVELOPING PRODUCTIVE SKILLS THROUGH ACTIVE LEARNING METHODS,Endless light in science,,2,29-33,2024,Общественный фонд «Исследовательский центр «Endless Light in Science»
"Kulachit, Nippita; Nuangchalerm, Prasart; ",Self-development of primary school teachers in classroom management through an active learning program,International Journal of Advanced and Applied Sciences,9,10,94-100,2022,
"Brooks, Kimesha; Surber, Emily; ",The Comparative Effects of Technology and Hands-On Modeling on High School Students’ Performance in a Biology Classroom,"Studies on Education, Science, and Technology 2022",,,261,2022,"ISTES Organization Monument, CO, USA"
"Ibadulla, Symbat; Zhumagulova, Kalampyr; Maimatayeva, Asia; ",Scientific Herald of Uzhhorod University,,,,,,
"Higgins, Kieran; Galvin, Tracy; Calvert, Alison; Thompson, Alysha; ",Co-Designing an Active Learning Module for ESD within a Food Science Degree,5th International Active Learning Conference,,,,2022,
"Mukattil, Nursidar P; Jilah, Analyn J; Abdurasul, Jara Nieca A; Najar, Almalyn A; Abdulhan, Marwida S; Saradi, Maryam A; Pangandaman, Hamdoni K; ","Enhancing Research Competency and Publication of the Faculty of College of Nursing, MSU-Sulu: A Descriptive-Correlational Study",SCOPE,12,2,629-637,2023,
"Selvan, Krishnasamy T; Espinosa, Hugo G; Furse, Cynthia; ",Experiences from teaching an online short-term course on bioelectricity during the pandemic,2021 IEEE International Symposium on Antennas and Propagation and USNC-URSI Radio Science Meeting (APS/URSI),,,1663-1664,2021,IEEE
"Ismail, Rosnani; Muhammad, Nurul Nadia; Abd, Siti Norzaimalina; ",Exploring Students’ Engagement through Active Learning in the English as a Second Language (ESL) Classroom,,,,,,
"OSU, U; ",AI Considerations for Teaching and Learning,,,,,,
"Nahmad, Marcos; Carballo-Ontiveros, Marco; Castañeda-Sortibrán, América; ",CHALLENGES AND OPPORTUNITIES IN FACULTY TRAINING ON ACTIVE LEARNING TO DELIVER CRITICAL THINKING FOR UNDERGRADUATE BIOLOGY STUDENTS,,,,,,
"Mesquita, Diana; Lima, Rui M; ",Aprendizagem Ativa no Ensino Superior: desafios e oportunidades na prática docente,Sucesso Académico no Ensino Superior,,,,2024,
"Agila Palacios, Martha Vanessa; ",Desarrollo de competencias digitales a través del aprendizaje activo en contextos universitarios con ambientes m-learning,,,,,2022,
